"province.name","year","province.code","iso.subdivisioncode","indec.prov.code","area","date.gov","date.gov2","pres.election","legis.election","senate.election","house.election","gov.name","gov.lastname","gov.firstname","gov.born","ltgov.lastname","ltgov.firstname","gov.party","gov.party.acronym","female_gov","female_ltgov","interrupted","gov.died","tenure.began","tenure.ended","tenure.expected","runner.up","winner.pct.1","runner.up.pct.1","margin.1","enp.gov.1","enp.gov.change","winner.pct.2","runner.up.pct.2","margin.2","enp.gov.2","incumbent","govelecrule","gov.minvotes","gov.altrule","gov.dsv","govelecrule_annotation","assembly.type","house.size","house.cycle","senate.size","senate.cycle","pj_Pres.votes.pct","pj.all_Pres.votes.pct","natHouse.seats","natHouse.magnitude","gdp.growth","gdp.growth_lag","gdp.growth_tenure","inflation","inflation_lag","inflation_tenure"
"LA PAMPA",1999,111,"AR-L",42,145133.2,1999-10-24,NA,1,1,0,1,"RUBEN MARIN","MARIN","RUBEN HUGO",1934,"MEDIZA","HERIBERTO","JUSTICIALISTA","PJ",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",56.6725690345578,39.775015623915,16.8975534106428,2.08394681316088,-0.666231111479863,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",26,"TOTAL",-88,".",40.18007,40.18007,5,2,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"LA RIOJA",1999,112,"AR-F",46,90303,1999-09-12,NA,0,1,0,1,"ANGEL MAZA","MAZA","ANGEL",1954,"BEDER HERRERA","LUIS","JUSTICIALISTA","PJ",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",68.6014632268001,29.5155949172122,39.085868309588,1.79183321368946,0.360725472750896,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",-99,"PARTIAL",-88,".",60.12536,60.12536,5,3,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"MENDOZA",1999,113,"AR-M",50,148651.9,1999-10-24,NA,1,1,1,1,"ROBERTO IGLESIAS","IGLESIAS","ROBERTO",1951,"GONZALEZ GAVIOLA","JUAN","ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION","ALIANZA",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"DEMOCRATA",37.940388701152,32.1722371023116,5.76815159884041,3.33643373581732,-0.160548410187178,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",21.77393,22.70692,10,5,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"MISIONES",1999,114,"AR-N",54,29758.7,1999-09-12,NA,0,1,0,1,"CARLOS ROVIRA","ROVIRA","CARLOS",1956,"OVIEDO","MERCEDES","FRENTE PARA EL CAMBIO","PJ",0,1,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",53.7376438062108,45.8246486600448,7.91299514616605,2.00488213880076,-0.18704751312311,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"PARTIAL",-88,".",47.2437,47.2437,7,4,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"NEUQUEN",1999,115,"AR-Q",58,93396.4,1999-09-26,NA,0,1,0,1,"JORGE SOBISCH","SOBISCH","JORGE",1943,"SAPAG","JORGE","MOVIMIENTO POPULAR NEUQUINO","MPN",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",44.1979240775903,36.6702317626494,7.5276923149409,2.81939821859487,0.417205752617777,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"TOTAL",-88,".",28.08212,28.08212,5,2,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"RIO NEGRO",1999,116,"AR-R",62,206174.8,1999-06-24,NA,0,0,0,1,"PABLO VERANI","VERANI","PABLO",1938,"MEDIOROZ","BAUTISTA","ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION","ALIANZA",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"UNION POR RIO NEGRO",48.6124326386362,41.7212938643609,6.8911387742753,2.39802783693337,-0.0466220219241396,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",43,"TOTAL",-88,".",27.22059,27.22059,5,3,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"SALTA",1999,117,"AR-A",66,155702.8,1999-05-09,NA,0,0,1,1,"JUAN CARLOS ROMERO","ROMERO","JUAN CARLOS",1950,"WAYAR","WALTER","FRENTE JUSTICIALISTA","PJ",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA SALTEÑA",58.4828514642544,40.1884269555607,18.2944245086937,1.98567243379527,-0.436229577612856,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",42.82544,42.82544,7,4,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"SAN JUAN",1999,118,"AR-J",70,89601.3,1999-05-16,NA,0,0,0,1,"ALFREDO AVELIN","AVELIN","ALFREDO",1927,"ACOSTA","WBALDINO","ALIANZA POR SAN JUAN","ALIANZA",0,9,1,0,1999-12-10,2002-09-24,2003-12-10,"FRENTE JUSTICIALISTA DESARROLLO Y ESPERANZA",55.6855063093664,42.2938238009309,13.3916825084355,2.04385127021236,-0.688517884769186,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",45,"TOTAL",-88,".",30.03553,30.03553,6,3,-3.385457041,3.850178852,-4.78489543723795,-1.16689547,0.920336467,6.0231816939528
"SAN LUIS",1999,119,"AR-D",74,77179.3,1999-09-12,NA,0,1,1,1,"ADOLFO RODRIGUEZ SAA","RODRIGUEZ SAA","ADOLFO",1947,"LEMME","ALICIA","FRENTE JUSTICIALISTA","PJ",0,1,5,0,1999-12-10,2001-12-24,2003-12-10,"ALIANZA POR EL TRABAJO, LA JUSTICIA Y LA EDUCACION",54.3194903757791,44.9909665480961,9.32852382768299,2.00994134060708,0.201321742983394,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",30.6773,30.6773,5,2,-3.385457041,3.850178852,-2.60166214996904,-1.16689547,0.920336467,-1.00526455801615
"SANTA CRUZ",1999,120,"AR-Z",78,246396.4,1999-05-23,NA,0,0,0,1,"NESTOR KIRCHNER","KIRCHNER","NESTOR",1950,"ACEVEDO","SERGIO","JUSTICIALISTA","PJ",0,0,5,0,1999-12-10,2003-05-22,2003-12-10,"CONVERGENCIA POR SANTA CRUZ",54.5887892740748,44.2989526913397,10.2898365827351,2.02299357229803,0.187514479766132,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",24,"TOTAL",-88,".",41.10982,41.10982,5,2,-3.385457041,3.850178852,-3.73808266157916,-1.16689547,0.920336467,8.41845570546539
"SANTA FE",1999,121,"AR-S",82,133029.9,1999-08-08,NA,0,0,1,1,"CARLOS ALBERTO REUTEMANN","REUTEMANN","CARLOS ALBERTO",1942,"MUNIAGURA","MARCELO","JUSTICIALISTA","PJ",0,0,0,0,1999-12-10,2003-12-10,2003-12-10,"ALIANZA SANTAFESINA",57.571708705612,41.4137183603287,16.1579903452834,1.9880875535416,-0.0875781894527243,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","BICAMERAL",50,"TOTAL",19,"TOTAL",31.66432,31.66432,19,10,-3.385457041,3.850178852,-1.99704432132488,-1.16689547,0.920336467,9.11408799064428
"SANTIAGO DEL ESTERO",1999,122,"AR-G",86,136461.2,1999-08-22,NA,0,0,0,1,"CARLOS JUAREZ","JUAREZ","CARLOS",1917,"ARAGONES DE JUAREZ","MERCEDES MARINA","FRENTE JUSTICIALISTA","PJ",0,1,1,0,1999-12-10,2001-12-14,2003-12-10,"NUEVA ALIANZA",52.2310313396588,26.3322260762111,25.8988052634477,2.72643942316631,0.667537499346015,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",50,"PARTIAL",-88,".",56.80718,56.80718,7,4,-3.385457041,3.850178852,-2.57700761336562,-1.16689547,0.920336467,-1.00442730085402
"TUCUMAN",1999,123,"AR-T",90,22517.7,1999-06-06,NA,0,0,0,1,"JULIO MIRANDA","MIRANDA","JULIO",1946,"TERAN NOUGUES","SIXTO","FRENTE FUNDACIONAL DE TUCUMAN","PJ",0,0,0,0,1999-10-29,2003-10-29,2003-10-29,"FUERZA REPUBLICANA",36.4475545781467,35.7660874060653,0.681467172081398,3.18843071487663,0.431037709948457,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",40,"TOTAL",-88,".",41.97636,41.97636,9,5,-3.385457041,3.850178852,-2.34889141464496,-1.16689547,0.920336467,8.69351960139136
"TIERRA DEL FUEGO",1999,124,"AR-V",94,1262350,1999-06-20,1999-07-04,0,0,0,1,"CARLOS MANFREDOTTI","MANFREDOTTI","CARLOS",1953,"GALLO","DANIEL","JUSTICIALISTA","PJ",0,0,0,0,2000-01-10,2004-01-10,2004-01-10,"FRENTE CIVICO Y SOCIAL",36.7821151395807,39.9791497741226,-3.19703463454187,2.89826542766592,0.750229132255903,50.8977203954004,49.1022796045996,1.79544079080089,1.99935548623929,0,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",38.42808,38.42808,5,3,-3.385457041,3.850178852,-1.75329521868493,-1.16689547,0.920336467,9.36018272850342
"CAPITAL FEDERAL",2000,101,"AR-C",2,200.2,2000-05-07,NA,0,0,0,1,"ANIBAL IBARRA","IBARRA","ANIBAL",1958,"FELGUERAS","CECILIA","ALIANZA PARA EL TRABAJO, LA JUSTICIA Y LA EDUCACION","ALIANZA",0,1,1,0,2000-08-06,2003-12-10,2004-08-06,"ALIANZA ENCUENTRO POR LA CIUDAD",49.3054808755805,33.1964484215981,16.1090324539824,2.79161480336994,-0.763636004249892,NA,NA,NA,NA,0,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",60,"TOTAL",-88,".",18.61029,23.56618,25,NA,-0.788998939,-3.385457041,-2.18900926086066,-0.935939412,-1.16689547,11.0868803074066
"CORRIENTES",2001,105,"AR-W",18,87810.5,2001-10-14,2001-11-04,0,1,1,1,"RICARDO COLOMBI","COLOMBI","RICARDO",1957,"GALANTINI","EDUARDO","FRENTE DE TODOS","UCR",0,0,0,0,2001-12-10,2005-12-10,2005-12-10,"FRENTE PARA LA UNIDAD",40.9381545320036,43.0403431909456,-2.10218865894198,2.73933206674265,-0.340702341005586,51.2349686670807,48.7650313329193,2.46993733416135,1.99878062580332,0,"ABSOLUTE MAJORITY",50,0,0,".","BICAMERAL",26,"PARTIAL",13,"THIRDS",42.96931,42.96931,7,3,-4.408839683,-0.788998939,3.76172782842495,-1.066635508,-0.935939412,13.1900571993866
"SANTIAGO DEL ESTERO",2002,122,"AR-G",86,136461.2,2002-09-15,NA,0,0,0,1,"CARLOS RICARDO DIAZ","DIAZ","CARLOS RICARDO",1956,"ARAGONES DE JUAREZ","MERCEDES MARINA","FRENTE JUSTICIALISTA","PJ",0,1,1,0,2002-10-31,2002-11-25,2006-10-31,"UNION CIVICA RADICAL",68.1257076199952,13.0033965759769,55.1223110440183,2.02325220920899,-0.703187213957327,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",50,"PARTIAL",-88,".",56.80718,56.80718,7,NA,-10.89448483,-4.408839683,-10.89448483,25.86849787,-1.066635508,25.86849787
"CAPITAL FEDERAL",2003,101,"AR-C",2,200.2,2003-08-24,2003-09-14,0,1,0,1,"ANIBAL IBARRA","IBARRA","ANIBAL",1958,"TELERMAN","JORGE","ALIANZA FUERZA PORTEÑA - DE LA CIUDAD - DE LA REVOLUCION","FUERZA PORTEÑA",0,0,1,0,2003-12-10,2005-11-14,2007-12-10,"COMPROMISO PARA EL CAMBIO",33.5049509223286,37.5193488563307,-4.01439793400208,3.59433756132767,0.80272275795773,53.4766667377341,46.5233332622659,6.9533334754682,1.99037675798083,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",60,"TOTAL",-88,".",-99,-99,25,12,8.837040796,-10.89448483,8.94359645266145,13.44284929,25.86849787,7.04086277818919
"BUENOS AIRES",2003,102,"AR-B",6,307581.7,2003-09-14,NA,0,1,1,1,"FELIPE SOLA","SOLA","FELIPE",1950,"GIANNETTASIO","GRACIELA MARIA","JUSTICIALISTA","PJ",0,1,0,0,2003-12-10,2007-12-10,2007-12-10,"ACCION FEDERALISTA POR BUENOS AIRES",43.3330639587647,12.3831940024372,30.9498699563275,4.24630347092497,1.81283736867498,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",-99,-99,70,35,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"CATAMARCA",2003,103,"AR-K",10,102098.9,2003-08-24,NA,0,0,1,1,"EDUARDO BRIZUELA DEL MORAL","BRIZUELA DEL MORAL","EDUARDO",1944,"COLOMBO","MIGUEL","FRENTE CIVICO Y SOCIAL","FCyS",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE JUSTICIALISTA",50.7766212970376,44.5291617909712,6.24745950606639,2.18934788599348,0.0929002652283883,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",-99,-99,5,2,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"CORDOBA",2003,104,"AR-X",14,165330,2003-06-08,NA,0,0,0,0,"JOSE MANUEL DE LA SOTA","DE LA SOTA","JOSE MANUEL",1949,"SCHIARETTI","JUAN","UNION POR CORDOBA","PJ",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"JUNTOS POR CORDOBA",51.8501982558544,37.2437693275743,14.6064289282801,2.44045899548405,0.0186748384000519,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",70,"TOTAL",-88,".",-99,-99,18,9,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"CHACO",2003,106,"AR-H",22,99560.1,2003-09-14,NA,0,1,0,1,"ROY NIKISCH","NIKISCH","ROY",1951,"MORO","EDUARDO","FRENTE DE TODOS","UCR",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE PARA LA VICTORIA",53.3740202012599,40.9411085812493,12.4329116200106,2.20608170286456,0.318330081335712,NA,NA,NA,NA,0,"QUALIFIED PLURALITY",45,1,0,"winner in 1st round: if candidate (a) came first w/more than 45% of valid votes or (b) 40% + at least 10% more than nearest competitor. (CP1994, Art133)","UNICAMERAL",32,"PARTIAL",-88,".",-99,-99,7,3,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"CHUBUT",2003,107,"AR-U",26,221388.7,2003-11-09,NA,0,1,0,1,"MARIO DAS NEVES","DAS NEVES","MARIO",1951,"VARGAS","MARIO","JUSTICIALISTA","PJ",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"UNION CIVICA RADICAL",45.58833858306,41.1720847808352,4.41625380222487,2.60445761898881,0.225008143867103,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",27,"TOTAL",-88,".",-99,-99,5,3,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"ENTRE RIOS",2003,108,"AR-E",30,78787.2,2003-11-23,NA,0,1,1,1,"JORGE BUSTI","BUSTI","JORGE",1947,"GUASTAVINO","PEDRO GUILLERMO","JUSTICIALISTA","PJ",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE SOCIAL ENTRE RIOS TIENE FUTURO",44.5338408168891,34.4916114097448,10.0422294071443,2.85621807546887,0.71660535995767,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",28,"TOTAL",17,"TOTAL",-99,-99,9,4,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"FORMOSA",2003,109,"AR-P",34,71639.5,2003-10-19,NA,0,1,0,1,"GILDO INSFRAN","INSFRAN","GILDO",1951,"BOGADO","FLORO","JUSTICIALISTA","PJ",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"CONFEDERACION FORMOSEÑA FRENTE PARA TODOS",72.0488194273608,24.3529819311889,47.6958374961719,1.72726581664281,0.0913849074528785,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",30,"PARTIAL",-88,".",-99,-99,5,3,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"JUJUY",2003,110,"AR-Y",38,53037.3,2003-09-14,NA,0,1,0,1,"EDUARDO FELLNER","FELLNER","EDUARDO",1954,"BARRIONUEVO","WALTER","JUSTICIALISTA","PJ",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE JUJEÑO",55.8380531266561,35.1529378643349,20.6851152623211,2.28919226847736,0.289455915813745,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",48,"PARTIAL",-88,".",-99,-99,6,3,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"LA PAMPA",2003,111,"AR-L",42,145133.2,2003-10-26,NA,0,1,0,1,"CARLOS VERNA","VERNA","CARLOS",1946,"DURANGO","NORMA HAYDEE","JUSTICIALISTA","PJ",0,1,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE ALTERNATIVA PAMPEANA",48.9608928717314,25.6216732546959,23.3392196170354,2.8912708022119,0.807323989051028,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",26,"TOTAL",-88,".",-99,-99,5,2,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"LA RIOJA",2003,112,"AR-F",46,90303,2003-04-27,NA,1,1,0,1,"ANGEL MAZA","MAZA","ANGEL",1954,"BEDER HERRERA","LUIS","JUSTICIALISTA","PJ",0,0,1,0,2003-12-10,2007-04-12,2007-12-10,"RIOJANO PARA EL TRABAJO Y LA PRODUCCION",55.3974023852312,43.4378914120786,11.9595109731525,2.01755008948052,0.225716875791065,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",-99,"PARTIAL",-88,".",-99,-99,5,3,8.837040796,-10.89448483,8.67642647350534,13.44284929,25.86849787,8.44971312786689
"MENDOZA",2003,113,"AR-M",50,148651.9,2003-10-26,NA,0,1,1,1,"JULIO COBOS","COBOS","JULIO",1955,"JALIFF","JUAN CARLOS","UNION CIVICA RADICAL - FEDERAL - RECREAR","UCR",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE JUSTICIALISTA COMPROMISO POR MENDOZA",42.7733907321999,36.192648850114,6.58074188208593,3.07282592255635,-0.263607813260968,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",-99,-99,10,5,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"MISIONES",2003,114,"AR-N",54,29758.7,2003-09-28,NA,0,1,0,1,"CARLOS ROVIRA","ROVIRA","CARLOS",1956,"TSCHIRSCH","PABLO","FRENTE RENOVADOR","FRC",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"FRENTE JUSTICIALISTA PARA EL CAMBIO",47.9415661808279,33.1011783088194,14.8403878720084,2.78531058788844,0.780428449087673,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"PARTIAL",-88,".",-99,-99,7,4,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"NEUQUEN",2003,115,"AR-Q",58,93396.4,2003-09-28,NA,0,1,0,1,"JORGE SOBISCH","SOBISCH","JORGE",1943,"BROLLO","FEDERICO","MPN - APERTURA POPULAR DE NEUQUEN - OPCION FEDERAL","MPN",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"JUSTICIALISTA - EL FRENTE Y LA PARTICIPACION NEUQUINA - MID",56.0710399046299,19.9152867651375,36.1557531394923,2.74654359987761,-0.0728546187172623,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",35,"TOTAL",-88,".",-99,-99,5,2,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"RIO NEGRO",2003,116,"AR-R",62,206174.8,2003-08-31,NA,0,1,0,1,"MIGUEL SAIZ","SAIZ","MIGUEL",1949,"DE REGE","MARIO","ALIANZA CONCERTACION PARA EL DESARROLLO","UCR",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"JUSTICIALISTA - PROVINCIAL RIONEGRINO",32.6547826341129,30.2729652874341,2.38181734667885,3.97866187271684,1.58063403578348,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",43,"TOTAL",-88,".",-99,-99,5,3,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"SALTA",2003,117,"AR-A",66,155702.8,2003-11-16,NA,0,1,1,1,"JUAN CARLOS ROMERO","ROMERO","JUAN CARLOS",1950,"WAYAR","WALTER","FRENTE JUSTICIALISTA PARA LA VICTORIA","PJ",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"RENOVADOR DE SALTA",49.894543700523,24.1887431311536,25.7058005693694,2.93462663432972,0.948954200534444,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",-99,-99,7,4,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"SAN JUAN",2003,118,"AR-J",70,89601.3,2003-10-05,NA,0,1,0,1,"JOSE LUIS GIOJA","GIOJA","JOSE LUIS",1949,"LIMA","MARCELO","FRENTE PARA LA VICTORIA","FPV",0,0,0,0,2003-12-10,2007-12-10,2007-12-10,"MOVIMIENTO VIDA Y COMPROMISO",41.3639602910224,30.7489351828834,10.615025108139,3.27572931808687,1.23187804787451,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",34,"TOTAL",-88,".",-99,-99,6,3,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"SAN LUIS",2003,119,"AR-D",74,77179.3,2003-04-27,NA,1,0,0,0,"ALBERTO RODRIGUEZ SAA","RODRIGUEZ SAA","ALBERTO",1949,"PEREYRA","BLANCA","FRENTE MOVIMIENTO POPULAR","PJ",0,1,0,0,2003-12-10,2007-12-10,2007-12-10,"MOVIMIENTO POR LA PATRIA Y LA FAMILIA",90.0785081073342,5.53911684344911,84.5393912638851,1.22589745572624,-0.784043884880846,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",-99,-99,5,2,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"SANTA CRUZ",2003,120,"AR-Z",78,246396.4,2003-09-14,NA,0,1,0,1,"SERGIO ACEVEDO","ACEVEDO","SERGIO",1956,"SANCHO","CARLOS","FRENTE PARA LA VICTORIA SANTACRUCEÑA","FPV",0,0,1,0,2003-12-10,2006-03-17,2007-12-10,"CONVERGENCIA POR SANTA CRUZ",70.9848845378113,27.7789108708954,43.205973666916,1.72056333498298,-0.30243023731505,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",24,"TOTAL",-88,".",-99,-99,5,2,8.837040796,-10.89448483,8.85685756038862,13.44284929,25.86849787,7.54237536443705
"SANTA FE",2003,121,"AR-S",82,133029.9,2003-09-07,NA,0,1,1,1,"JORGE OBEID","OBEID","JORGE",1947,"BIELSA","MARIA EUGENIA","JUSTICIALISTA","PJ",0,1,0,0,2003-12-10,2007-12-10,2007-12-10,"SOCIALISTA",50.9582116584655,45.1691015767933,5.78911008167227,2.15351716420214,0.165429610660539,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","BICAMERAL",50,"TOTAL",19,"TOTAL",-99,-99,19,10,8.837040796,-10.89448483,8.73136568197807,13.44284929,25.86849787,8.51302455102947
"TUCUMAN",2003,123,"AR-T",90,22517.7,2003-06-29,NA,0,0,0,1,"JOSE ALPEROVICH","ALPEROVICH","JOSE",1955,"JURI","FERNANDO","FRENTE FUNDACIONAL","PJ",0,0,0,0,2003-10-29,2007-10-29,2007-10-29,"FRENTE UNION POR TUCUMAN",44.3962557788255,25.7606470976728,18.6356086811527,3.21045408085833,0.0220233659817022,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"TOTAL",-88,".",-99,-99,9,5,8.837040796,-10.89448483,8.72645435688005,13.44284929,25.86849787,8.64577323138725
"TIERRA DEL FUEGO",2003,124,"AR-V",94,1262350,2003-06-22,2003-06-29,0,0,0,1,"JORGE COLAZO","COLAZO","JORGE",1954,"COCCARO","HUGO","FRENTE DE UNIDAD PROVINCIAL","UCR",0,0,1,0,2004-01-10,2005-10-25,2008-01-10,"JUSTICIALISTA-UCEDE",28.8526352790356,30.9864979426421,-2.13386266360648,4.31286617788286,1.41460075021694,52.8015214101673,47.1984785898327,5.60304282033455,1.99374083231733,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",15,"TOTAL",-88,".",-99,-99,5,3,8.837040796,-10.89448483,8.94865404501684,13.44284929,25.86849787,6.79157311753446
"CORRIENTES",2005,105,"AR-W",18,87810.5,2005-10-02,NA,0,0,0,0,"ARTURO COLOMBI","COLOMBI","ARTURO",1958,"PRUYAS","RUBEN","FRENTE DE TODOS","UCR",0,0,0,0,2005-12-10,2009-12-10,2009-12-10,"FRENTE UNIDOS POR CORRIENTES",60.5556573554551,32.4313604512802,28.1242969041749,2.1032717298736,-0.636060336869042,NA,NA,NA,NA,0,"ABSOLUTE MAJORITY",50,0,0,".","BICAMERAL",26,"PARTIAL",13,"THIRDS",-99,-99,7,3,8.85165992,9.029573301,4.01763105327073,9.639399546,4.415717923,8.69976709693352
"SANTIAGO DEL ESTERO",2005,122,"AR-G",86,136461.2,2005-02-27,NA,0,0,0,1,"GERARDO ZAMORA","ZAMORA","GERARDO",1964,"NICCOLAI","ANGEL HUGO","FRENTE CIVICO POR SANTIAGO","FCS",0,0,0,0,2005-03-23,2009-03-23,2009-03-23,"JUSTICIALISTA",46.4819099392735,39.8124081817154,6.66950175755809,2.60219705169723,0.578944842488247,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",50,"TOTAL",-88,".",-99,-99,7,3,8.85165992,9.029573301,6.66998778318986,9.639399546,4.415717923,9.3025332453379
"CAPITAL FEDERAL",2007,101,"AR-C",2,200.2,2007-06-03,2007-06-24,0,0,0,1,"MAURICIO MACRI","MACRI","MAURICIO",1959,"MICHETTI","GABRIELA","PROPUESTA REPUBLICANA","PRO",0,1,0,0,2007-12-10,2011-12-10,2011-12-10,"FRENTE PARA LA VICTORIA",45.7642820616892,23.7454395777009,22.0188424839884,3.22134110586769,-0.372996455459975,60.9449122713649,39.0550877286351,21.8898245427298,1.90854911720537,1,"ABSOLUTE MAJORITY",50,0,0,".","UNICAMERAL",60,"PARTIAL",-88,".",23.77503,23.77503,25,12,9.007650875,8.0471515,3.60857769522207,8.831412989,10.90112453,8.76854684132899
