"province.name","year","province.code","iso.subdivisioncode","indec.prov.code","area","date.gov","date.gov2","pres.election","legis.election","senate.election","house.election","gov.name","gov.lastname","gov.firstname","gov.born","ltgov.lastname","ltgov.firstname","gov.party","gov.party.acronym","female_gov","female_ltgov","interrupted","gov.died","tenure.began","tenure.ended","tenure.expected","runner.up","winner.pct.1","runner.up.pct.1","margin.1","enp.gov.1","enp.gov.change","winner.pct.2","runner.up.pct.2","margin.2","enp.gov.2","incumbent","govelecrule","gov.minvotes","gov.altrule","gov.dsv","govelecrule_annotation","assembly.type","house.size","house.cycle","senate.size","senate.cycle","pj_Pres.votes.pct","pj.all_Pres.votes.pct","natHouse.seats","natHouse.magnitude","gdp.growth","gdp.growth_lag","gdp.growth_tenure","inflation","inflation_lag","inflation_tenure"
"SAN JUAN",1983,118,"AR-J",70,89601.3,1983-10-30,NA,1,1,0,1,"LEOPOLDO BRAVO","BRAVO","LEOPOLDO",1919,"RUIZ AGUILAR","JORGE","BLOQUISTA","PB",0,0,1,0,1983-12-10,1985-11-15,1987-12-10,"JUSTICIALISTA",39.472603101904,29.8357935155319,9.63680958637212,3.41116815397996,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"TOTAL",-88,".",30.65223,30.65223,6,6,3.875123424,-4.957178519,-2.16461423813636,343.8106763,164.7768106,638.814996262216
"SAN LUIS",1983,119,"AR-D",74,77179.3,1983-10-30,NA,1,1,0,1,"ADOLFO RODRIGUEZ SAA","RODRIGUEZ SAA","ADOLFO",1947,"NDA","NDA","JUSTICIALISTA","PJ",0,9,0,0,1983-12-10,1987-12-10,1987-12-10,"UNION CIVICA RADICAL",40.479130240228,37.2697365695203,3.20939367070775,3.02972859092231,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"PARTIAL",-88,".",41.4433,41.4433,5,5,3.875123424,-4.957178519,1.36554148772241,343.8106763,164.7768106,383.309579865559
"SANTA CRUZ",1983,120,"AR-Z",78,246396.4,1983-10-30,NA,1,1,0,1,"ARTURO PURICELLI","PURICELLI","ARTURO",1948,"TOTO","FRANCISCO","JUSTICIALISTA","PJ",0,0,0,0,1983-12-10,1987-12-10,1987-12-10,"UNION CIVICA RADICAL",55.7077835501816,39.8602363109742,15.8475472392074,2.12733630222708,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",24,"PARTIAL",-88,".",51.49712,51.49712,5,5,3.875123424,-4.957178519,1.36554148772241,343.8106763,164.7768106,383.309579865559
"SANTA FE",1983,121,"AR-S",82,133029.9,1983-10-30,NA,1,1,1,1,"JOSE MARIA VERNET","VERNET","JOSE MARIA",1944,"MARTINEZ","CARLOS AURELIO","JUSTICIALISTA","PJ",0,0,0,0,1983-12-10,1987-12-10,1987-12-10,"UNION CIVICA RADICAL",41.4060162708075,40.3180107294128,1.08800554139468,2.89067883227437,-0.57624639071754,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",50,"TOTAL",19,"TOTAL",42.94085,42.94085,19,19,3.875123424,-4.957178519,1.36554148772241,343.8106763,164.7768106,383.309579865559
"SANTIAGO DEL ESTERO",1983,122,"AR-G",86,136461.2,1983-10-30,NA,1,1,0,1,"CARLOS JUAREZ","JUAREZ","CARLOS",1917,".",".","JUSTICIALISTA","PJ",0,9,0,0,1983-12-10,1987-12-10,1987-12-10,"UNION CIVICA RADICAL",48.8760576812891,30.9632154250502,17.9128422562389,2.81031028717334,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",30,"TOTAL",-88,".",48.53315,48.53315,7,7,3.875123424,-4.957178519,1.36554148772241,343.8106763,164.7768106,383.309579865559
"TUCUMAN",1983,123,"AR-T",90,22517.7,1983-10-30,NA,1,1,1,1,"FERNANDO RIERA","RIERA","FERNANDO",1915,".",".","JUSTICIALISTA","PJ",0,9,0,0,1983-12-10,1987-12-10,1987-12-10,"UNION CIVICA RADICAL",51.8903748405837,37.1700364994135,14.7203383411702,2.43179442281116,-99,NA,NA,NA,NA,0,"ELECTORAL COLLEGE",NA,NA,0,".","BICAMERAL",40,"PARTIAL",20,"PARTIAL",51.77543,51.77543,9,9,3.875123424,-4.957178519,1.36554148772241,343.8106763,164.7768106,383.309579865559
"BUENOS AIRES",1987,102,"AR-B",6,307581.7,1987-09-06,NA,0,1,1,1,"ANTONIO CAFIERO","CAFIERO","ANTONIO",1922,"MACAYA","LUIS MARIA","FRENTE JUSTICIALISTA RENOVADOR","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",46.4791410536322,39.6574421955632,6.82169885806893,2.65187892175638,0.326273455349722,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",42.22819,42.22819,70,35,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"CATAMARCA",1987,103,"AR-K",10,102098.9,1987-09-06,NA,0,1,1,1,"VICENTE LEONIDAS SAADI","SAADI","VICENTE LEONIDAS",1913,"GARBE","OSCAR RAMON","JUSTICIALISTA","PJ",0,0,1,1,1987-12-10,1988-07-04,1991-12-10,"UNION CIVICA RADICAL - MOVIMIENTO POPULAR CATAMARQUEÑO - VOZ PUEBLO",54.1602577595,41.3645710214854,12.7956867380147,2.15158632592484,-1.00385735820268,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",35,"PARTIAL",16,"PARTIAL",43.64559,43.64559,5,2,2.909993131,7.87577983,-1.99959974026214,131.327021,90.09660507,321.381372951456
"CORDOBA",1987,104,"AR-X",14,165330,1987-09-06,NA,0,1,1,1,"EDUARDO ANGELOZ","ANGELOZ","EDUARDO",1931,"NEGRI","MARIO","UNION CIVICA RADICAL","UCR",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"FRENTE JUSTICIALISTA DE LA RENOVACION",49.0852090129457,44.4511691181465,4.6340398947992,2.27583203716013,0.130814169223527,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",66,"TOTAL",67,"PARTIAL",39.91616,39.91616,18,9,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"CORRIENTES",1987,105,"AR-W",18,87810.5,1987-09-06,NA,0,1,1,1,"RICARDO LECONTE","LECONTE","RICARDO",1932,"FERIS","GABRIEL","PACTO AUTONOMISTA LIBERAL - DEMOCRATA PROGRESISTA - MOVIMIENTO LIBERACION POPULAR","PAL",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",44.3470565254483,24.8537630922229,19.4932934332253,3.36801120793361,0.194641868533055,NA,NA,NA,NA,0,"ELECTORAL COLLEGE",NA,NA,0,"absolute majority in Electoral College","BICAMERAL",26,"PARTIAL",13,"THIRDS",28.3819,28.3819,7,4,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"CHACO",1987,106,"AR-H",22,99560.1,1987-09-06,NA,0,1,0,1,"DANILO BARONI","BARONI","DANILO",1922,"CARRARA","EMILIO EDUARDO","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",50.3226653709273,46.434133977701,3.88853139322627,2.13187704144879,-0.148948806424382,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",32,"PARTIAL",-88,".",47.98386,47.98386,7,3,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"CHUBUT",1987,107,"AR-U",26,221388.7,1987-09-06,NA,0,1,0,1,"NESTOR PERL","PERL","NESTOR",1940,"COSENTINO","FERNANDO OSCAR","JUSTICIALISTA","PJ",0,0,1,0,1987-12-10,1990-10-31,1991-12-10,"UNION CIVICA RADICAL",47.7829073302556,39.4152310175281,8.36767631272755,2.57692407268682,-0.402066504427363,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",27,"TOTAL",-88,".",41.46115,41.46115,5,3,2.909993131,7.87577983,-4.1130495881129,131.327021,90.09660507,1853.1293331575
"ENTRE RIOS",1987,108,"AR-E",30,78787.2,1987-09-06,NA,0,1,1,1,"JORGE BUSTI","BUSTI","JORGE",1947,"ROSSI","DOMINGO","FRENTE JUSTICIALSTA ENTRERRIANO","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",48.9759848967586,43.8523490177963,5.12363587896228,2.30683085102213,-0.112189551065154,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",28,"TOTAL",16,"TOTAL",44.21309,44.21309,9,4,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"FORMOSA",1987,109,"AR-P",34,71639.5,1987-09-06,NA,0,1,0,1,"VICENTE JOGA","JOGA","VICENTE",1946,"INSFRAN","GILDO","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",52.9368967981612,46.3793403169003,6.5575564812609,2.01876563890082,-1.14927212041229,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",30,"PARTIAL",-88,".",45.11651,45.11651,5,3,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"JUJUY",1987,110,"AR-Y",38,53037.3,1987-09-06,NA,0,1,0,1,"RICARDO DE APARICI","DE APARICI","RICARDO",1940,"ALDERETE","EDUARDO","JUSTICIALISTA","PJ",0,0,1,0,1987-12-10,1990-11-01,1991-12-10,"UNION CIVICA RADICAL - CONVERGENCIA",43.8750160730359,33.6895975311817,10.1854185418542,2.99892160322935,0.0294474326441172,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",48,"PARTIAL",-88,".",48.72493,48.72493,6,3,2.909993131,7.87577983,-4.11142485790521,131.327021,90.09660507,1853.56614389668
"LA PAMPA",1987,111,"AR-L",42,145133.2,1987-09-06,NA,0,1,0,1,"NESTOR AHUAD","AHUAD","NESTOR RUFINO",1940,"CABALLERO","EDEN PRIMITIVO","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",53.2683551508253,41.9884746727376,11.2798804780877,2.17049941063694,-1.0472173390209,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",21,"TOTAL",-88,".",40.87992,40.87992,5,2,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"LA RIOJA",1987,112,"AR-F",46,90303,1987-09-06,NA,0,1,0,1,"CARLOS SAUL MENEM","MENEM","CARLOS SAUL",1930,"CAVERO","ALBERTO GREGORIO","JUSTICIALISTA","PJ",0,0,5,0,1987-12-10,1989-07-08,1991-12-10,"UNION CIVICA RADICAL",62.4149798395308,33.8787520873213,28.5362277522095,1.98160739133743,-0.106890646344056,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","UNICAMERAL",-99,"PARTIAL",-88,".",55.52309,55.52309,5,3,2.909993131,7.87577983,-3.97464123021951,131.327021,90.09660507,1231.60401886411
"MENDOZA",1987,113,"AR-M",50,148651.9,1987-09-06,NA,0,1,1,1,"JOSE OCTAVIO BORDON","BORDON","JOSE OCTAVIO",1945,"LAFALLA","ARTURO","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",46.6464463412385,36.9509369222459,9.69550941899256,2.68059386473323,-0.0283753502766277,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",36.56076,36.56076,10,5,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"MISIONES",1987,114,"AR-N",54,29758.7,1987-09-06,NA,0,1,0,1,"JULIO CESAR HUMADA","HUMADA","JULIO CESAR",1936,"PIRO","JULIO","FRENTE JUSTICIALISTA DE LIBERACION","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",47.4313902020724,46.6888947463911,0.742495455681343,2.25129881537707,0.146073892317469,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",40,"PARTIAL",-88,".",47.79471,47.79471,7,4,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"NEUQUEN",1987,115,"AR-Q",58,93396.4,1987-09-06,NA,0,1,0,1,"PEDRO SALVATORI","SALVATORI","PEDRO",1933,"ECHEGARAY","JOSE","MOVIMIENTO POPULAR NEUQUINO","MPN",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",47.4307425578221,29.3850750673208,18.0456674905013,3.01525173392274,0.495718458385266,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",25,"TOTAL",-88,".",22.20022,22.20022,5,2,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"RIO NEGRO",1987,116,"AR-R",62,206174.8,1987-09-06,NA,0,1,0,1,"HORACIO MASSACCESI","MASSACCESI","HORACIO",1948,".",".","UNION CIVICA RADICAL","UCR",0,9,0,0,1987-12-10,1991-12-10,1991-12-10,"FRENTE PARA LA VICTORIA",37.9658806315316,35.1364829540161,2.82939767751552,3.18859196579909,0.783344178397914,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",36,"TOTAL",-88,".",39.9406,39.9406,5,3,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"SALTA",1987,117,"AR-A",66,155702.8,1987-09-06,NA,0,1,1,1,"HERNAN CORNEJO","CORNEJO","HERNAN",1945,"DE LOS RIOS","PABLO","FRENTE JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL - CONVERGENCIA DEMOCRATICA",51.2908595207347,26.9140479265318,24.3768115942029,2.64417784314421,-0.141527048008846,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",60,"PARTIAL",23,"PARTIAL",45.27385,45.27385,7,4,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"SAN JUAN",1987,118,"AR-J",70,89601.3,1987-09-06,NA,0,1,0,1,"CARLOS ENRIQUE GOMEZ CENTURION","GOMEZ CENTURION","CARLOS ENRIQUE",1924,"ACOSTA","WBALDINO","BLOQUISTA","PB",0,9,0,0,1987-12-10,1991-12-09,1991-12-10,"UNION CIVICA RADICAL",31.1178838412881,27.8918918918919,3.22599194939621,-99,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",42,"TOTAL",-88,".",30.65223,30.65223,6,3,2.909993131,7.87577983,-0.10346288523251,131.327021,90.09660507,1478.30990840672
"SAN LUIS",1987,119,"AR-D",74,77179.3,1987-09-06,NA,0,1,1,1,"ADOLFO RODRIGUEZ SAA","RODRIGUEZ SAA","ADOLFO",1947,"RUIZ","ANGEL RAFAEL","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",52.1303588976401,32.8669277364662,19.2634311611739,2.56591622794201,-0.463812362980299,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",43,"PARTIAL",9,"PARTIAL",41.4433,41.4433,5,2,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"SANTA CRUZ",1987,120,"AR-Z",78,246396.4,1987-09-06,NA,0,1,0,1,"RICARDO DEL VAL","DEL VAL","RICARDO",1934,"GRANERO","JOSE RAMON","FRENTE RENOVADOR JUSTICIALISTA","PJ",0,0,1,0,1987-12-10,1990-06-10,1991-12-10,"UNION CIVICA RADICAL",49.2958969283395,47.9866645830078,1.30923234533174,2.11220530705451,-0.0151309951725738,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",24,"PARTIAL",-88,".",51.49712,51.49712,5,2,2.909993131,7.87577983,-4.38211097426345,131.327021,90.09660507,1780.79184449945
"SANTA FE",1987,121,"AR-S",82,133029.9,1987-09-06,NA,0,1,1,1,"VICTOR REVIGLIO","REVIGLIO","VICTOR",1938,"VANRELL","ANTONIO ANDRES","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",44.1109501138481,28.0102381116664,16.1007120021817,3.34763517009466,0.456956337820292,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",50,"TOTAL",19,"TOTAL",42.94085,42.94085,19,10,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"SANTIAGO DEL ESTERO",1987,122,"AR-G",86,136461.2,1987-09-06,NA,0,1,0,1,"CESAR ITURRE","ITURRE","CESAR",1938,"HERRERA AREAS","MANUEL","JUSTICIALISTA","PJ",0,0,0,0,1987-12-10,1991-12-10,1991-12-10,"UNION CIVICA RADICAL",50.8236658546096,43.5594762398312,7.26418961477833,2.22782148035476,-0.582488806818581,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",45,"PARTIAL",-88,".",48.53315,48.53315,7,4,2.909993131,7.87577983,-0.0947081402186425,131.327021,90.09660507,1477.41433732248
"TUCUMAN",1987,123,"AR-T",90,22517.7,1987-09-06,NA,0,1,1,1,"JOSE DOMATO","DOMATO","JOSE",1918,".",".","JUSTICIALISTA","PJ",0,9,1,0,1987-12-10,1991-01-18,1991-12-10,"UNION CIVICA RADICAL",24.8079245646763,33.5654303907282,-8.75750582605195,4.02887545877593,1.59708103596477,NA,NA,NA,NA,0,"ELECTORAL COLLEGE",NA,NA,0,".","BICAMERAL",40,"PARTIAL",20,"PARTIAL",51.77543,51.77543,9,5,2.909993131,7.87577983,-3.76743571572727,131.327021,90.09660507,1853.11786857414
"CATAMARCA",1988,103,"AR-K",10,102098.9,1988-10-02,NA,0,0,0,0,"RAMON SAADI","SAADI","RAMON",1949,"GARBE","OSCAR RAMON","JUSTICIALISTA","PJ",0,0,1,0,1988-10-09,1991-04-17,1991-12-10,"UNION CIVICA RADICAL",58.460962494044,35.6366142536247,22.8243482404193,-99,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",43.64559,43.64559,5,NA,-2.556904877,2.909993131,-2.69963345848313,342.9551102,131.327021,2193.02515513123
"BUENOS AIRES",1991,102,"AR-B",6,307581.7,1991-09-08,NA,0,1,1,1,"EDUARDO DUHALDE","DUHALDE","EDUARDO",1941,"ROMA","RAFAEL EDGARDO","FRENTE JUSTICIALISTA FEDERAL","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",46.2647653026781,23.5313993161527,22.7333659865254,3.48044788883191,0.828568967075527,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",92,"PARTIAL",46,"PARTIAL",50.07147,50.07147,70,35,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"CATAMARCA",1991,103,"AR-K",10,102098.9,1991-12-01,NA,0,1,1,1,"ARNOLDO CASTILLO","CASTILLO","ARNOLDO",1922,"HERNANDEZ","SIMON","FRENTE CIVICO Y SOCIAL","FCyS",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"MOVIMIENTO DE AFIRMACION POPULAR",49.0688169841482,37.8001244202254,11.2686925639229,2.51682531757239,-99,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",41,"PARTIAL",16,"PARTIAL",55.1515,55.1515,5,2,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"CORDOBA",1991,104,"AR-X",14,165330,1991-09-08,NA,0,1,1,1,"EDUARDO ANGELOZ","ANGELOZ","EDUARDO",1931,"GROSSO","EDGARDO","UNION CIVICA RADICAL","UCR",0,0,1,0,1991-12-10,1995-07-12,1995-12-10,"UNION DE FUERZAS SOCIALES",52.0320117548569,42.2333030322793,9.79870872257766,2.22347772677707,-0.0523543103830688,NA,NA,NA,NA,1,"PLURALITY",NA,NA,0,".","BICAMERAL",66,"TOTAL",67,"PARTIAL",44.52968,44.52968,18,9,12.66971009,-2.398959219,6.39480528636697,171.6716965,2313.964663,14.3270094734404
"CORRIENTES",1991,105,"AR-W",18,87810.5,1991-10-27,NA,0,1,1,1,"<NOT ELECTED>","<NOT ELECTED>","<NOT ELECTED>",NA,"<NOT ELECTED>","<NOT ELECTED>","<NOT ELECTED>","<NOT ELECTED>",9,9,NA,NA,NA,NA,NA,NA,-99,-99,-99,2.93426686392324,-0.433744344010369,NA,NA,NA,NA,0,"ELECTORAL COLLEGE",NA,NA,0,"absolute majority in Electoral College","BICAMERAL",26,"PARTIAL",13,"THIRDS",42.04074,42.04074,7,4,12.66971009,-2.398959219,NA,171.6716965,2313.964663,NA
"CHACO",1991,106,"AR-H",22,99560.1,1991-10-27,NA,0,1,0,1,"ROLANDO TAUGUINAS","TAUGUINAS","ROLANDO",1929,"VARISCO","LUIS ALBERTO","ACCION CHAQUEÑA","ACHA",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"FRENTE JUSTICIALISTA POPULAR",37.482934440389,37.1105949579662,0.372339482422788,3.06479824162414,0.932921200175353,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",32,"PARTIAL",-88,".",52.23197,52.23197,7,3,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"CHUBUT",1991,107,"AR-U",26,221388.7,1991-09-08,1991-10-13,0,1,0,1,"CARLOS MAESTRO","MAESTRO","CARLOS",1945,"AUBIA","JORGE","UNION CIVICA RADICAL","UCR",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"JUSTICIALISTA",35.2442430460556,55.8253533971728,-20.5811103511172,2.28585813325399,-0.291065939432831,52.9538326644859,47.0461673355141,5.90766532897177,1.99304417425851,0,"OTHER",NA,NA,1,"winner in 1st round: if most voted faction belonged to the winner party; otherwise, 2nd round between overall most voted faction and most voted faction of winner party.","UNICAMERAL",27,"TOTAL",-88,".",42.71438,42.71438,5,3,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"ENTRE RIOS",1991,108,"AR-E",30,78787.2,1991-09-08,NA,0,1,1,1,"MARIO MOINE","MOINE","MARIO",1949,"ORDUNA","HERNAN","FRENTE JUSTICIALISTA ENTRERRIANO","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",49.9858423446511,44.3706294959516,5.61521284869946,2.23147745103763,-0.0753533999844986,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",28,"TOTAL",16,"TOTAL",51.59681,51.59681,9,4,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"FORMOSA",1991,109,"AR-P",34,71639.5,1991-09-08,NA,0,1,0,1,"VICENTE JOGA","JOGA","VICENTE",1946,"INSFRAN","GILDO","FRENTE DE LA VICTORIA JUSTICIALISTA","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",44.248069660597,33.5109325764318,10.7371370841652,2.89416482694942,0.8753991880486,NA,NA,NA,NA,1,"PLURALITY",NA,NA,1,".","UNICAMERAL",30,"PARTIAL",-88,".",58.70333,58.70333,5,3,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"JUJUY",1991,110,"AR-Y",38,53037.3,1991-09-08,NA,0,1,0,1,"ROBERTO DOMINGUEZ","DOMINGUEZ","ROBERTO",1948,"FICOSECO","CARLOS","FRENTE JUSTICIALISTA PRODUCCION Y ESTABILIDAD","PJ",0,0,1,0,1991-12-10,1993-05-31,1995-12-10,"UNION CIVICA RADICAL",47.7532785266005,24.7273592981496,23.0259192284509,3.14711870801006,0.14819710478071,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",48,"PARTIAL",-88,".",42.47009,42.47009,6,3,12.66971009,-2.398959219,10.2807548733955,171.6716965,2313.964663,26.6516995904851
"LA PAMPA",1991,111,"AR-L",42,145133.2,1991-09-08,NA,0,1,0,1,"RUBEN MARIN","MARIN","RUBEN HUGO",1934,"BALADRON","MANUEL","JUSTICIALISTA","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",48.4657961572438,28.2540580830389,20.2117380742049,2.86424821302438,0.693748802387443,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",21,"TOTAL",-88,".",51.58801,51.58801,5,2,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"LA RIOJA",1991,112,"AR-F",46,90303,1991-10-27,NA,0,1,0,1,"BERNABE ARNAUDO","ARNAUDO","BERNABE",1930,"BEDER HERRERA","LUIS","JUSTICIALISTA","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",78.7165662535017,18.7516788825358,59.9648873709659,1.52683715830859,-0.454770233028839,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",-99,"PARTIAL",-88,".",66.60945,66.60945,5,3,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"MENDOZA",1991,113,"AR-M",50,148651.9,1991-09-08,NA,0,1,1,1,"RODOLFO GABRIELLI","GABRIELLI","RODOLFO",1951,"DE LA ROSA","CARLOS","JUSTICIALISTA","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",56.1095851419626,33.4886501102967,22.6209350316658,2.30873346369256,-0.371860401040664,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","BICAMERAL",48,"PARTIAL",38,"PARTIAL",42.27773,42.27773,10,5,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"MISIONES",1991,114,"AR-N",54,29758.7,1991-09-08,NA,0,1,0,1,"RAMON PUERTA","PUERTA","RAMON",1951,"ALTERACH","MIGUEL","FRENTE JUSTICIALISTA POPULAR","PJ",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"UNION CIVICA RADICAL",52.2221677923446,44.0294166273751,8.19275116496948,2.13939743669314,-0.111901378683933,NA,NA,NA,NA,0,"PLURALITY",NA,NA,1,".","UNICAMERAL",40,"PARTIAL",-88,".",52.87868,52.87868,7,4,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
"NEUQUEN",1991,115,"AR-Q",58,93396.4,1991-09-08,NA,0,1,0,1,"JORGE SOBISCH","SOBISCH","JORGE",1943,"SAPAG","FELIPE","MOVIMIENTO POPULAR NEUQUINO","MPN",0,0,0,0,1991-12-10,1995-12-10,1995-12-10,"ALIANZA UNIDAD DE LOS NEUQUINOS PARA EL CAMBIO",52.0964795211008,30.1287948482061,21.9676846728948,2.62772762069487,-0.387524113227872,NA,NA,NA,NA,0,"PLURALITY",NA,NA,0,".","UNICAMERAL",25,"TOTAL",-88,".",39.44042,39.44042,5,2,12.66971009,-2.398959219,5.43850490973749,171.6716965,2313.964663,13.1936408743043
